Standing screen display size,Screen Resolution,Max Screen Resolution,Brand,Item model number,Item Weight,Unit,Item Weight in Kg,Length(In),Width(In),Height(In),Item Dimensions  LxWxH,Color,Manufacturer,ASIN,Country of Origin,Date First Available,Price,Series,Is Discontinued By Manufacturer,Voltage,RAM,Processor Count,Computer Memory Type,Department,Customer Reviews,Power Source,Package Dimensions,Best Sellers Rank,Assembled Height,Assembled Length,Assembled Width,Style,Material,Number of Lights,Special Features,Shade Material,Switch Style,Switch Installation Type,Batteries Included?,Batteries Required?,Type of Bulb,Luminous Flux,Wattage,Processor,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Graphics Card Ram Size,Wireless Type,Hardware Platform,Operating System,Rear Webcam Resolution,Processor Brand,Flash Memory Size,Hard Drive Interface,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Batteries,Material Type,Size,Manufacturer Part Number,Average Battery Life (in hours),Language,Number of Items,Other display features,Colour,Card Description,Hard Drive Rotational Speed,National Stock Number,Ink Color,Brand Name,Color Name,Device interface - primary,Included Components,Total Recycled Content Percentage,Post-Consumer Recycled Content Percentage,Part Number,Item Package Quantity,Battery Cell Type,Display Type,Warranty,Optical Drive Type,Scanner Resolution,Connectivity technologies,Domestic Shipping,International Shipping,Display Style,Usage,Warranty Description
23 Inches,1920 x 1080,1920x1080 Pixels,Dell,P2319H,6.86,pounds,3.087,20.47,6.54,18.94,20.47 x 6.54 x 18.94 inches,Black,"Dell Marketing USA, LP",B07F91BVS9,,5-Jul-18,$299.00 ,P2319H,No,,,,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EV15610,1.82,pounds,0.819,14,8.8,0.2,,,EVICIV,B091DS1FN6,China,,$329.99 ,,,,,,,,5-Apr-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HM10.1-RP,1.76,pounds,0.792,9.25,5.62,0.27,,,hengmiao,B0987468N2,,,$109.99 ,,,,,,,,No,,,29-Jun-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,,1920 x 1080,Monoprice,140778,1.02,pounds,0.459,69.85,16.51,53.34,69.85 x 16.51 x 53.34 inches,Black,Monoprice,B0946G9X6D,China,5-May-21,$299.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.8 Inches,,2560 x 1440 Pixels,Lenovo,L24q-30,1,pounds,0.45,7.48,21.25,15.85,7.48 x 21.25 x 15.85 inches,Black,Lenovo,B089FJS412,,30-May-20,$247.00 ,L24q-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,JW-156-1080-JB,2.45,pounds,1.1025,14.76,9.21,0.49,,,JOHNWILL,B07JHFT63N,China,,$129.99 ,,,,,,,,No,,,18-Oct-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34 Inches,,2560 x 1080,LG,34BN670-B,26.9,pounds,12.105,37,20.3,8.6,37 x 20.3 x 8.6 inches,BLACK,LG,B08L9XDLY1,,17-Oct-20,$389.99 ,34BN670-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.54,pounds,0.693,172.44,50.79,16.14,,,iClever,B07VPMTWMC,,,$32.99 ,,,,,,,,19-Sep-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1CAT6E-BLUE-24PK,11.5,ounces,0.23,2,6.5,7.5,,,,B00XIFMQ2Y,,China,$31.99 ,,GoDirectInc.com,,,,,,No,,,11-May-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3.69,pounds,1.6605,,,,,,LANDZO,B08T5SZYQN,,,$188.99 ,,,,,,,,15-Jan-21,,17.28 x 11.1 x 3.19 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,,2560 x 1440 Pixels,MSI,Optix G273QPF,20.7,pounds,9.315,24.21,21.08,9.2,24.21 x 21.08 x 9.2 inches,Black,MSI COMPUTER,B093T973KX,China,29-Apr-21,$329.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KD1,1.41,pounds,0.6345,12.63,8.17,0.5,,,GMK,B08KZS1W6N,,,$329.99 ,,,,,,,,10-Oct-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6 Inches,,1366 x 768,Acer,PT167Q,5.14,pounds,2.313,14.7,6.3,11.69,14.7 x 6.3 x 11.69 inches,Black,Acer,B08M6DPP7B,,28-Oct-20,$279.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.5 Inches,,1920 x 1080,AOPEN,25MH1Q Pbipx,11.48,pounds,5.166,21.9,7.6,16.1,21.9 x 7.6 x 16.1 inches,Black,AOpen,B08BG5K665,China,29-Jun-20,$179.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Z156FH7A,1.8,pounds,0.81,14,8.3,0.39,,,cocopar,B086TX1KF7,,,$219.99 ,,,,,,,,24-May-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34 Inches,,2560x1080 Pixels,Dell,P3418HW,22.2,pounds,9.99,32.04,8.91,20.97,32.04 x 8.91 x 20.97 inches,,"Dell Marketing USA, LP",B0787LHG7K,,17-Jan-18,$765.00 ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3.69,pounds,1.6605,,,,,,LANDZO,B08T5SZYQN,,,$188.99 ,,,,,,,,15-Jan-21,,17.28 x 11.1 x 3.19 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,,1920 x 1080,Monoprice,140778,1.02,pounds,0.459,69.85,16.51,53.34,69.85 x 16.51 x 53.34 inches,Black,Monoprice,B0946G9X6D,China,5-May-21,$299.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KD1,1.41,pounds,0.6345,12.63,8.17,0.5,,,GMK,B08KZS1W6N,,,$329.99 ,,,,,,,,10-Oct-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PF15-PRO,2.2,pounds,0.99,14.25,9.29,0.33,,,"Guangxi Century Innovation Display Electronics Co.,Ltd",B098NLBN93,,,$317.99 ,,,,,,,,5-Jul-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.01,pounds,0.4545,0.35,0.2,0.12,,,CUQI,B093658MMG,,,$69.99 ,,,,,,,,22-Apr-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Z156FH7A,1.8,pounds,0.81,14,8.3,0.39,,,cocopar,B086TX1KF7,,,$219.99 ,,,,,,,,24-May-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.5 Inches,,1920 x 1080,AOPEN,25MH1Q Pbipx,11.48,pounds,5.166,21.9,7.6,16.1,21.9 x 7.6 x 16.1 inches,Black,AOpen,B08BG5K665,China,29-Jun-20,$179.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,2560 x 1440,MSI,Optix AG321CQR,19.8,pounds,8.91,28,18.31,11.26,28 x 18.31 x 11.26 inches,Black,MSI COMPUTER,B095J937CX,China,20-May-21,$379.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AVLT-DM45-1,7.21,pounds,3.2445,17.32,4.72,9.17,,,AVLT,B0833RF639,,,$99.99 ,,,,,,,,No,,,25-Dec-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NT156FHD-001,1.71,pounds,0.7695,13.9,8.9,0.2,,,NIUTO,B08CXSGXJQ,,,$169.99 ,,,,,,,,14-Jul-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,XT1610F,2.09,pounds,0.9405,14.16,8.91,0.35,,,PEPPER JOBS,B07YZ81GN3,,,$289.00 ,,,,,,,,11-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,1920 x 1080,1920 x 1080 Pixels,ViewSonic,VG2753,14.1,pounds,6.345,9.2,24.5,21.4,9.2 x 24.5 x 21.4 inches,Black,ViewSonic,B01M58BEUZ,China,27-Oct-16,$279.99 ,VG2753,No,240 Volts (AC),,,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34 Inches,3440x1440,3440 x 1440 Pixels,Nixeus,NX-EDG34S,20.9,pounds,9.405,32,4,18,32 x 4 x 18 inches,Tilt Only Stand,Nixeus,B07ZG7R5BB,China,28-Oct-19,$549.99 ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Y156UH7R,2.1,pounds,0.945,14.3,8.9,0.19,,,cocopar,B086VJP65W,,,$529.99 ,,,,,,,,8-Jun-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,,2560 x 1440 Pixels,Lenovo,65FCGCC1US,13.87,pounds,6.2415,8.27,24.15,17.5,8.27 x 24.15 x 17.5 inches,Black,Lenovo,B089FMXYHT,China,30-May-20,$269.99 ,L27q-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.01,pounds,0.4545,0.35,0.2,0.12,,,CUQI,B093658MMG,,,$69.99 ,,,,,,,,22-Apr-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.5 Inches,,1920x1080,Acer,XB253Q,16.22,pounds,7.299,22,9.3,17,22 x 9.3 x 17 inches,Black,Acer,B08M6CMGV9,,9-Nov-20,$379.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Inches,1920 x 1080 pixels,1920x1080 Pixels,ViewSonic,VG2249,10,pounds,4.5,9.4,20.2,16.5,9.4 x 20.2 x 16.5 inches,Black,ViewSonic,B01LW8JSV8,China,10-Sep-16,$219.99 ,VG2249,No,240 Volts (AC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34 Inches,,3440 x 1440 Pixels,Alienware,AW3420DW,23.6,pounds,10.62,22,32,10.8,22 x 32 x 10.8 inches,BLACK,"Dell Marketing USA, LP",B07YLGH9Q5,,30-Sep-19,"$1,023.00 ",AW3420DW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3.89,pounds,1.7505,13.62,8.74,0.35,,,Bimawen,B08ZMLSVTG,,,$299.00 ,,,,,,,,25-Mar-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,,2560 x 1440,Acer,XZ272U Pbmiiphx,16.17,pounds,7.2765,24.1,9.2,19,24.1 x 9.2 x 19 inches,Black,Acer,B096L3JJ39,China,28-Jun-21,$293.99 ,XZ272U Pbmiiphx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,bimawn0002,5.09,pounds,2.2905,,,,,,Bimawen,B0854FSXGS,,,$299.90 ,,,,,,,,No,,17.2 x 11.2 x 2.7 inches,7-Feb-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.8 Inches,1920 x 1080,1920 x 1080 Pixels,Dell,E2420HS,12.96,pounds,5.832,24.46,6.88,18.03,24.46 x 6.88 x 18.03 inches,Black,Dell Computers,B084GWG1DM,,18-Jan-20,$269.90 ,,,,,,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.4,pounds,0.63,,,,,,ARZOPA,B097H2F3YK,,,$199.99 ,,,,,,,,25-Aug-21,,15.94 x 10.55 x 2.64 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,,2560 x 1440 Pixels,Lenovo,65FCGCC1US,13.87,pounds,6.2415,8.27,24.15,17.5,8.27 x 24.15 x 17.5 inches,Black,Lenovo,B089FMXYHT,China,30-May-20,$269.99 ,L27q-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Inches,1920 x 1080 pixels,1920x1080 Pixels,ViewSonic,VG2249,10,pounds,4.5,9.4,20.2,16.5,9.4 x 20.2 x 16.5 inches,Black,ViewSonic,B01LW8JSV8,China,10-Sep-16,$219.99 ,VG2249,No,240 Volts (AC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,H HUANUOAV,HADS1,10.56,pounds,4.752,,,,,Silver,H HUANUOAV,B081CV8GB7,,,$57.99 ,,,,,,,,12-Feb-20,,17.8 x 11.38 x 6.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HADS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CN-EPYV-0KGP,3.79,pounds,1.7055,30.24,18.43,1.34,,,J J-Dream,B07W6MS7JC,,,$125.99 ,,,,,,,,No,,,10-Sep-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.8 Inches,1920 x 1080,1920 x 1080 Pixels,Dell,E2420HS,12.96,pounds,5.832,24.46,6.88,18.03,24.46 x 6.88 x 18.03 inches,Black,Dell Computers,B084GWG1DM,,18-Jan-20,$269.90 ,,,,,,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,3840 x 2160,3840 x 2160 Pixels,LG,27UL850-W,13.5,pounds,6.075,1.75,24.14,14.35,1.75 x 24.14 x 14.35 inches,White,LG,B07MKT1W65,China,26-Dec-18,$546.99 ,,,100240 Volts,,,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,1920 x 1080,1920 x 1080 Pixels,ViewSonic,VG2753,14.1,pounds,6.345,9.2,24.5,21.4,9.2 x 24.5 x 21.4 inches,Black,ViewSonic,B01M58BEUZ,China,27-Oct-16,$279.99 ,VG2753,No,240 Volts (AC),,,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14.43,pounds,6.4935,,,,,,LVYUAN,B098WWVFYY,,,$269.99 ,,,,,,,,,,26.95 x 17.93 x 5.36 inches,8-Jul-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MDS-702,8.3,ounces,0.166,6.5,4.88,0.59,,,,B07L6WT77H,,,$84.99 ,,EVICIV,,,,,,No,,,3-Dec-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.38,pounds,1.971,,,,,,HumanCentric,B08K4RMQBJ,,,$199.99 ,,,,,,,,26-Sep-20,,17.6 x 10.39 x 2.01 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34 Inches,,2560x1080 Pixels,Dell,P3418HW,22.2,pounds,9.99,32.04,8.91,20.97,32.04 x 8.91 x 20.97 inches,,"Dell Marketing USA, LP",B0787LHG7K,,17-Jan-18,$765.00 ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EV-MDS-123B02-US-1,1.17,pounds,0.5265,11.81,7.87,0.79,,,Eviciv,B08P1M54G6,,,$209.99 ,,,,,,,,23-Nov-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,YMK133B02,1.19,pounds,0.5355,11.65,7.94,0.16,,,Usparkle,B09BD1Z42M,China,,$169.99 ,,,,,,,,No,,,28-Jul-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,,1920x1080,Acer,UM.HX0AA.A06,14.52,pounds,6.534,,,,,,ACER AMERICA CORP,B07JNCDLWS,,12-Jan-20,$249.99 ,,,,,,,,,,27 x 17.5 x 5.6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kensington,K59601WW,15.4,pounds,6.93,18.46,22.6,4.57,18.46 x 22.6 x 4.57 inches,Black,Kensington,B08B6BWV1D,China,16-Jun-20,$144.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,,2560 x 1440 Pixels,Sceptre,C275B-QWN168W,11.42,pounds,5.139,24.21,10.59,22.03,24.21 x 10.59 x 22.03 inches,White,Sceptre,B09BBPQ6P1,China,27-Jul-21,$429.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.59,pounds,0.7155,,,,,,Yasoca,B09658247K,,,$53.99 ,,,,,,,,29-May-21,,8.27 x 5.94 x 3.62 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 CR2 batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34 Inches,3440 x 1440,3440 x 1440 Pixels,LG,34GP950G-B,20.1,pounds,9.045,32.1,12.3,18.5,32.1 x 12.3 x 18.5 inches,Black,LG,B097QF8CP3,,22-Jun-21,"$1,296.99 ",34GP950G-B,,,,,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mount-It!,MI-2754,17.51,pounds,7.8795,,,,,Black,Mount-It!,B07JNH25KZ,,19-Jun-19,$69.99 ,,No,,,,,,,,19.2 x 12.1 x 5.8 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14.43,pounds,6.4935,,,,,,LVYUAN,B098WWVFYY,,,$269.99 ,,,,,,,,,,26.95 x 17.93 x 5.36 inches,8-Jul-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,2560 x 1440 Pixels,2560 x 1440 Pixels,HP,2V7U3AA#ABA,13.89,pounds,6.2505,24.15,20.17,8.33,24.15 x 20.17 x 8.33 inches,Black,Hewlett Packard,B0949KL83T,,30-May-21,$319.00 ,X27q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MT-G2804,12.42,pounds,5.589,29,20,4,,,,B07V6RJG4H,,,$313.00 ,,101 Audio Video Inc.,,,,,,No,,,22-Aug-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,1920 x 1080,1920X1080 Pixels,BenQ,XL2740,19,pounds,8.55,22,8.86,24.9,22 x 8.86 x 24.9 inches,Black,BenQ,B076PMRRKG,China,9-Oct-17,$549.00 ,,,,,,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32 Inches,,2560 x 1440 Pixels,Sceptre,C325B-QWN168W,19.4,pounds,8.73,28.5,23.25,11,28.5 x 23.25 x 11 inches,White,e-Sceptre,B09FP3B2WK,China,7-Sep-21,$399.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,,1920x1080,Acer,UM.HX0AA.A06,14.52,pounds,6.534,,,,,,ACER AMERICA CORP,B07JNCDLWS,,12-Jan-20,$249.99 ,,,,,,,,,,27 x 17.5 x 5.6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,,1920 x 1080,BenQ,XL2746S,24.2,pounds,10.89,29,20,9,29 x 20 x 9 inches,BLACK,BenQ,B0846L4JRQ,China,24-Jan-20,$619.00 ,XL2746S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.38,pounds,1.971,,,,,,HumanCentric,B08K4RMQBJ,,,$199.99 ,,,,,,,,26-Sep-20,,17.6 x 10.39 x 2.01 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MT-G2804,12.42,pounds,5.589,29,20,4,,,,B07V6RJG4H,,,$313.00 ,,101 Audio Video Inc.,,,,,,No,,,22-Aug-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EGCM5-E,10.14,pounds,4.563,,,,,,ErGear,B08HD4FMMX,,,$28.99 ,,,,,,,,2-Mar-21,,17.36 x 7.24 x 5.16 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32 Inches,3840 x 2160,3840x2160,LG,E8LG32UD59B,16.3,pounds,7.335,28.7,9.3,18,28.7 x 9.3 x 18 inches,,LG,B07TVNF5WW,,2-Mar-21,$364.99 ,,,,,,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34 Inches,3840 x 1440,3440 x 1440 Pixels,SAMSUNG,LC34H890WGNXGO,17.4,pounds,7.83,31.9,11.8,21.2,31.9 x 11.8 x 21.2 inches,Black/ Titanium,Samsung,B08623SZH9,,17-Mar-20,$899.99 ,C34H890WGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kensington,K59601WW,15.4,pounds,6.93,18.46,22.6,4.57,18.46 x 22.6 x 4.57 inches,Black,Kensington,B08B6BWV1D,China,16-Jun-20,$144.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,2560 x 1440,2560 x 1440 Pixels,ROCKSOUL,RSGM-27MYA,14.27,pounds,6.4215,,,,,Black,ROCKSOUL,B08ZWRKHQM,China,23-Mar-21,$331.28 ,,,,,,,,,,26.5 x 18 x 6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Inches,,2560 x 1080 Pixels,ASUS,VP299CL,12.87,pounds,5.7915,27.16,18.66,7.36,27.16 x 18.66 x 7.36 inches,BLACK,Asus,B09FNTYQ3Q,China,10-Sep-21,$269.00 ,VP299CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HA82,1.88,pounds,0.846,0.01,0.01,1.3,,,Dcorn,B08MZMTCNL,,,$79.99 ,,,,,,,,9-Nov-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,YMK133B02,1.19,pounds,0.5355,11.65,7.94,0.16,,,Usparkle,B09BD1Z42M,China,,$169.99 ,,,,,,,,No,,,28-Jul-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,WALI,MF002XLS,5,pounds,2.25,,,,,Black,WALI,B07RYTM279,,,$29.99 ,,No,,,,,,20-Dec-18,,17.3 x 10.7 x 4 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5 inch Pole,MF002XLS,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GeChic 1102H,1.9,pounds,0.855,11.8,0.8,8.2,,,GeChic,B077HS5PT1,Taiwan,,$302.67 ,,,,,,,,No,,,21-Jun-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Y13LBU,1.6,pounds,0.72,12,7.6,0.2,,,VisionOwl,B0936NL7FW,,,$400.00 ,,,,,,,,4-Jun-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,156f15,2,pounds,0.9,13.94,8.66,0.16,,,,B087NNL7MW,,AZMIOR,$449.99 ,,,,,,,,22-Jun-20,,,Unisex-adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
